HP 8591E ROM Strings Index
File    : all_fixed.bin
Min len : 5 chars
Total   : 5532 strings  (3146 real-text, 2386 code-noise)

================================================================================
SECTION 1 — Real Text Strings (3146 entries)
  Region codes: V=Vectors  C=Code  D=Data  S=Strings  E=Empty
================================================================================
    Offset    Len  Rgn  String
  0x0006f3c4     91  [S]  N^Nu{__MN[21]=MSFIELD(37,11,4)%5;IF(!SP&&!__MN[21]) __MN[21]=1;};IF(!__MN[21]);KH,/MK READ|
  0x0006f422     45  [S]  T I P/,0,0;ELSE;IF(__MN[21]==1);KH,/MK READ|F
  0x0006f454     45  [S]  I P/,0,0;ELSE;IF(__MN[21]==2);KH,/MK READ|F T
  0x0006f486     40  [S]  P/,0,0;ELSE;IF(__MN[21]==3);KH,/MK READ|
  0x0006f4b4     44  [S]  /,0,0;ELSE;IF(__MN[21]==4);KH,/MK READ|F T I
  0x0006f4e4     38  [S]  /,0,0;ENDIF;ENDIF;ENDIF;ENDIF;ENDIF;NV
  0x0006f518    200  [S]  N^Nu{__MN[18]=__MN[18]%4+1;};__PKFMB;IF(__MN[20]&&__MN[19]);IF(__MN[18]==2&&(__MN[20]==19||__MN[20]==22));__PKSM;ELSE;__PKAM;__PKMAF;ENDIF;ELSE;IF(ACTVF(MKN)||ACTVF(MKD)||ACTVF(MKA));HD;ENDIF;ENDIF;NV
  0x0006f5ee     31  [S]  N^NuIF(__MN[18]==1);KH,/SELECT|
  0x0006f610     44  [S]  2 3 4/,0,0;ELSE;IF(__MN[18]==2);KH,/SELECT|1
  0x0006f641     28  [S]  3 4/,0,0;ELSE;KH,/SELECT|1 2
  0x0006f662     37  [S]  4/,0,/IF(__MN[18]==4)/;ENDIF;ENDIF;NV
  0x0006f696     34  [S]  N^NuIF(!PKDLMODE);KH,/PK MODE|<>DL
  0x0006f6be     38  [S]  /,0,0;ELSE;IF(PKDLMODE>0);KH,/PK MODE|
  0x0006f6ea     26  [S]  NRM/,0,0;ELSE;KH,/PK MODE|
  0x0006f70b     21  [S]  NRM/,0,0;ENDIF;ENDIF;
  0x0006f732    121  [S]  N^NuIF(HAVE(CNT));IF(ACTVF(MKFCR));IF(MSBIT(32,9));MKFCR0;HD;ELSE;MOV MKFCR,MKFCR;ENDIF;ELSE;MKFCR;ENDIF;ELSE;WRNO;ENDIF;
  0x0006f7bc     16  [S]  N^NuKH,/CNT RES|
  0x0006f7d2     42  [S]  MAN/,/IF(ACTVF(MKFCR))/,/IF(MSBIT(32,9))/;
  0x0006f80e     54  [S]  N^NuIF(ACTVF(MKPAUSE));MKPAUSE0;ELSE;MKPAUSE1;ENDIF;NV
  0x0006f852     35  [S]  N^NuIF(ACTVF(DL));L0;ELSE;DL;ENDIF;
  0x0006f886     58  [S]  N^NuIF(__MN[18]==MKACT);MKOFF;ELSE;__PKAM;__PKMAF;ENDIF;NV
  0x0006f8ce     43  [S]  N^Nu__PKFMB;IF(__MN[18]==1);KH,/MARKER 1|ON
  0x0006f8ff     65  [S]  /,0,/IF(__MN[20]&&__MN[19])/;ELSE;IF(__MN[18]==2);KH,/MARKER 2|ON
  0x0006f946     65  [S]  /,0,/IF(__MN[20]&&__MN[19])/;ELSE;IF(__MN[18]==3);KH,/MARKER 3|ON
  0x0006f98d     49  [S]  /,0,/IF(__MN[20]&&__MN[19])/;ELSE;KH,/MARKER 4|ON
  0x0006f9c4     47  [S]  /,0,/IF(__MN[20]&&__MN[19])/;ENDIF;ENDIF;ENDIF;
  0x0006fa04     69  [S]  N^NuIF(HAVE(CNT));IF(MSBIT(8,13));MC0;ELSE;MC1;ENDIF;ELSE;WRNO;ENDIF;
  0x0006fa5a     53  [S]  N^NuIF(FFTSTAT);MKF0;ELSE;MOV FA,MF;MOV MKF,FA;ENDIF;
  0x0006faa0     63  [S]  N^NuIF(FFTSTAT);MOV FFTSTOP,MF;ELSE;MOV FB,MF;MOV MKF,FB;ENDIF;
  0x0006faf0    107  [S]  N^NuIF(!__PKIF);IF(MKTBL);DLPINIT __PKMTO;__PKITW;__PKDMT;ONMKRU$__PKDMT$;ELSE;DLPINIT;DLPTERM;ENDIF;ENDIF;
  0x0006fb6e     55  [S]  N^NuDISPOSE ONMKRU;__PKIF1;MOV MKTBL,0;__PKIF0;__PKDTW;
  0x0006fbb6    121  [S]  N^NuIF(!__PKIF);__PKIF1;MXM MKDLMODE,MKDLMODE,0;MIN MKDLMODE,MKDLMODE,1;__PKIF0;IF(MKDLMODE&&!MSBIT(8,4));DL;ENDIF;ENDIF;
  0x0006fc40    153  [S]  N^Nu;IF(!__PKIF);IF(!PKTBL);DLPINIT;DLPTERM;ELSE;DLPINIT __PKPTO;MKOFF ALL;MOV __TRB,0;__PKITW;IF(!MSBIT(10,2));__PKDPT;ENDIF;ONEOS$__PKDPT$;ENDIF;ENDIF;
  0x0006fcea     56  [S]  N^NuDISPOSE ONEOS;__PKIF1;MOV PKTBL,0;__PKIF0;__PKDTW;NV
  0x0006fd30    124  [S]  N^NuIF(!__PKIF);__PKIF1;MXM PKDLMODE,PKDLMODE,-1;MIN PKDLMODE,PKDLMODE,1;__PKIF0;IF(PKDLMODE&&!MSBIT(8,4));DL;ENDIF;ENDIF;NV
  0x0006fdba    343  [S]  N^NuMOV __Q,WINSTAT WINZOOM;IF(__Q||ACTVF(CATPOS));__J0;ELSE;IF(ANNOT);IF(__S<>SP||__I<>RB);__PKNSP;ENDIF;IF(AUNITS<>__U);__PKNAU;ENDIF;MOV DA,__G;PU;__N1;REPEAT;{PA=21;PA=45-__N*10;FOR(__B=37;__B<49&&(!(__C=MSFIELD(__B,4,5))||MSFIELD(__B,13,2)<>__N-1);__B+=3;);};IF(__B==49);__B0;__PKBMD;ELSE;__PKMBD;__PKDMD;ENDIF;UNTIL(++__N>4);ENDIF;ENDIF;
  0x0006ff22    233  [S]  N^Nu{FOR(__MN[19]=37;__MN[19]<49&&(!(__MN[20]=MSFIELD(__MN[19],4,5))||MSFIELD(__MN[19],13,2)<>__MN[18]-1);__MN[19]+=3;);__MN[23]=MSFIELD(__MN[19],11,4);__MN[21]=__MN[23]%5;__MN[23]=(__MN[23]-__MN[21])/5;IF(__MN[19]==49) __MN[19]=0;};
  0x0007001c    255  [S]  N^Nu{__D=(MSFIELD(__B,11,4))%5;__X=MSFIELD((__B+1),8,9);__Y=MSFIELD((__B+2),15,16);__Z=MSFIELD(__B,15,2);IF(MSBIT(55,13)&&!SP) __A=(__Y-4000)*FMGAIN/4000;ELSE CTA(__A,__Y);};IF(MKDLMODE||((__C==19||__C==22)&&__N<>2));__PKDFA;ELSE;{__X=(__X-1)/400;};ENDIF;
  0x0007012c    250  [S]  N^Nu{IF(MSBIT(55,13)&&!SP) {__X-=MSFIELD(26,8,9);__Y=(MSFIELD(27,15,16)-4000)*FMGAIN/4000;__A-=__Y;} ELSE {IF(MKDLMODE) {__X-=1;__Y=DL;} ELSE {__X-=MSFIELD(26,8,9);CTA(__Y,(MSFIELD(27,15,16)));};IF(__U<3||__U>4) __A-=__Y;ELSE __A/=__Y;};__X/=400;};NV
  0x00070234    199  [S]  N^NuTEXT~ (~;IF(__Z);__PKMMT;ELSE;__PKAMT;ENDIF;TEXT~) ~;IF(__D==1||__D==4||__D==0&&!SP);__PKDT;ELSE;__PKDF;ENDIF;IF(MSBIT(55,13)&&!SP);__PKEND;ELSE;IF(__U<3||__U>4);__PKFNA;ELSE;__PKENA;ENDIF;ENDIF;
  0x0007030c     58  [S]  N^NuTEXT~ Inactive                                    ~;NV
  0x00070354     74  [S]  N^Nu{IF(__Z==1) TEXT(~A~);ELSE {IF(__Z==2) TEXT(~B~);ELSE TEXT(~C~);};};NV
  0x000703ac    235  [S]  N^Nu{IF(MSBIT(9,7)||MSBIT(9,0)) TEXT(~A~);ELSE {IF(MSBIT(9,8)||MSBIT(9,3) TEXT(~B~);ELSE {IF(MSBIT(13,4)) TEXT(~C~);ELSE {IF(MSBIT(9,1) TEXT(~A~);ELSE {IF(MSBIT(9,4)) TEXT(~B~);ELSE {IF(MSBIT(0,1)) TEXT(~C~);ELSE TEXT(~ ~);};};};};};};
  0x000704a8    122  [S]  N^Nu{IF(!__D) __F=__X*SP;IF(__D==2&&__X) __F=1/(__X*ST);IF(__D==3) __F=__X*200/ST;IF(__C==19||__C==22) {IF(__N==2) {TEXT(~
  0x00070529     33  [S]  ~);IF(!__D) __F+=FA;} ELSE TEXT(~
  0x0007054b    222  [S]  Freq~);} ELSE {IF(!__D) __F+=FA;TEXT(~ Freq~);};};IF(__D==2);IF(__X);__PKENF;ELSE;TEXT~          Undefined~;ENDIF;ELSE;{IF(SP<10E9) __F/=1E6;ELSE {__F=__F/1E7+0.5;INT(__F,__F);__F*=10;};DSPLY(__F,__R);TEXT(~ MHz~);};ENDIF;
  0x0007063a     44  [S]  N^Nu{IF(__C==19||__C==22) {IF(__N==2) TEXT(~
  0x0007066d     14  [S]  ~);ELSE TEXT(~
  0x0007067c    160  [S]  Time~);} ELSE TEXT(~ Time~);IF(__D==4&&SP) {__H=FA+SP*__X;IF(__H) __T=1/__H;} ELSE {__T=__X*ST;__H=1;};};IF(__H);__PKENT;ELSE;TEXT~          Undefined~;ENDIF;NV
  0x0007072a    630  [S]  N^NuMOV __Q,WINSTAT WINZOOM;IF(__Q!!ACTVF(CATPOS));__J0;ELSE;IF(__S<>SP||__I<>RB);__PKNSP;ENDIF;IF(AUNITS<>__U);__PKNAU;ENDIF;MOV DA,__G;PU;CTM __L,DL;{IF(PKSORT) __M=PEAKS(__TRA,TRA,FREQ);ELSE __M=PEAKS(__TRA,TRA,AMP);FOR(__N=1;__N<11&&__TRB[__N];__N++) {PA=__TRB[__N];PA=__TRC[__N];IF(__N<10) TEXT(~ ~);ELSE TEXT(~  ~);};__N=1;__P=0;};MOV TRA,TRA;MOV __TRB,0;MOV PKRES,0;REPEAT;{DO{__X=__TRA[++__P];__Y=TRA[__X];}WHILE(__P<=__M&&(__Y<__L&&PKDLMODE==1||__Y>__L&&PKDLMODE==-1));};IF(ANNOT);{PA=(-36+217*(__N>5));PA=(40-10*((__N-1)%5));DSPLY(__N,(1+(__N>5)));};IF(__P<=__M);__PKDPD;ELSE;__PKBPD;ENDIF;ENDIF;UNTIL(++__N>10);ENDIF;NV
  0x000709ae    349  [S]  N^Nu{PKRES[__N]=__X;__F=(FA+SP*(__X-1)/400)/1E6;DSPLY(__F,__R);CTA(__A,__Y);}IF(__U<3||__U>4);__PKFNA;ELSE;__PKENA;ENDIF;{MXM(__X,(__X-4-4*(__N>9)),1);MIN(__X,__X,(392-8*(__N>9)));__TRB[__N]=__X;IF(MSBIT(12,15)) __Y=62+0.0175*__Y;ELSE __Y=202-(1400-0.175*__Y)/LG;MXM(__Y,__Y,52);MIN(__Y,__Y,190);__TRC[__N]=__Y;PA=__X;PA=__Y;DSPLY(__N,(1+(__N>9)));}
  0x00070b1c     38  [S]  N^NuTEXT~                         ~;NV
  0x00070b50     67  [S]  N^NuEM;ANNOT0;DISPOSE8049;WININIT;ANNOT1;ONCMD ANNOT;ONCMD WINZOOM;
  0x00070ba4    240  [S]  N^NuANNOT0;EM;__PKNSP;__PKNAU;KEYDEF8049,/HD;/;WININIT;WINOPEN __W,0,60,400,140;WINITM -1,1;WINITM 0,1;WINITM 15,0;WINITM 38,0;WINITM 39,0;WINITM 41,0;WINITM 45,0;WINCLOSE0;WINZOOM;__PKITG;ANNOT1;ONCMD ANNOT,__PKOCA;ONCMD WINZOOM,__PKCUG;NV
  0x00070ca2    411  [S]  N^NuMOV DA,0;CLRBOX -40,-1,400,60,0;PU;PA;-40,-1;PD;400,-1,400,60,-40,60,-40,-1;PU;IF(MKTBL);{PA=-35;PA=47;TEXT(~Marker Trace Type       Freq / Time    Amplitude~);FOR(__N=1;__N<5;__N++) {PA=5;PA=45-__N*10;DSPLY(__N,1);TEXT(~:~);};};ENDIF;IF(PKTBL);PU;PA;177,2;PD;178,2,178,58,177,58,177,2;PU;{PA=-39;PA=50;};TEXT~Pk  Freq (MHz)  Amplitude~;{PA=185;PA=50;};TEXT~Pk  Freq (MHz)  Amplitude~;ENDIF;MOV __G,DA;__J1;
  0x00070e4e    113  [S]  N^NuMOV __Q,WINSTAT WINZOOM;IF(__Q);__J0;ELSE;__PKITG;IF(PKTBL);__PKDPT;ELSE;IF(MKTBL);__PKDMT;ENDIF;ENDIF;ENDIF;
  0x00070ed0    169  [S]  N^Nu{DSPLY(__A,8.2+4*MKTBL);IF(MKTBL&&MKDLMODE) TEXT(~dBDL~);ELSE {IF((__C==19||__C==22)&&__N<>2) TEXT(~ dB  ~);ELSE {IF(MKTBL) AUDSPLY(710,0);ELSE AUDSPLY(510,1);};};};
  0x00070f8a    371  [S]  N^Nu{ABS(__H,__A);__A/=__H;FOR(__E=0;(__H>=1000||__H<1)&&__E>-18&&__E<12;) {IF(__H<1) {__H*=1000;__E-=3;} ELSE {__H/=1000;__E+=3;};};__A*=__H;IF(__H<1E7) {FOR(__K=9.5;__H>1&&__K>9;__H/=10,__K-=0.1);MXM(__K,__K,9);DSPLY(__A,__K);TEXT(~ ~);IF(__E==-18) TEXT(~a~);ELSE {IF(__E==-15) TEXT(~f~);ELSE {IF(__E==-12) TEXT(~p~);ELSE {IF(__E==-9) TEXT(~n~);ELSE {IF(__E==-6) TEXT(~
  0x000710fe    348  [S]  ~);ELSE {IF(__E==-3) TEXT(~m~);ELSE {IF(__E==3) TEXT(~k~);ELSE {IF(__E==6) TEXT(~M~);ELSE {IF(__E==9) TEXT(~G~);ELSE {IF(__E==12) TEXT(~T~);};};};};};};};};};IF(MKTBL&&MKDLMODE) TEXT(~XDL~);ELSE {IF(MKTBL&&(__C==19||__C==22)&&__N<>2) TEXT(~X  ~);ELSE {IF(__U==3) TEXT(~V ~);ELSE TEXT(~W ~);IF(MKTBL) TEXT(~ ~);};};} ELSE TEXT(~  Overflow    ~);};NV
  0x00071268     26  [S]  N^NuMOV __F,__A;__PKENF;NV
  0x00071290    248  [S]  N^Nu{ABS(__H,__T);__T/=__H;FOR(__E=0;__H<1&&__E>-12;__H*=1000,__E-=3);__T*=__H;IF(__E==-12) __H=15;ELSE __H=15.2+0.1*(__T<100)+0.1*(__T<10&&__E>-9);DSPLY(__T,__H);TEXT(~ ~);IF(__E==-12) TEXT(~p~);ELSE {IF(__E==-9) TEXT(~n~);ELSE {IF(__E==-6) TEXT(~
  0x00071389     93  [S]  ~);ELSE {IF(__E==-3) TEXT(~m~);ELSE {IF(__E) TEXT(~?~);ELSE TEXT(~ ~);};};};};TEXT(~S ~);};NV
  0x000713f4    339  [S]  N^Nu{ABS(__H,__F);__F/=__H;FOR(__E=0;__H>=1000&&__E<9;__H/=1000,__E+=3);__F*=__H;IF(__E<=3) __H=15+0.1*__E;ELSE __H=15.3+0.1*(__F<100)+0.1*(__F<10);IF(MSBIT(55,13)&&!SP) __H-=6;DSPLY(__F,__H);TEXT(~ ~);IF(__E==9) TEXT(~G~);ELSE {IF(__E==6) TEXT(~M~);ELSE {IF(__E==3) TEXT(~k~);ELSE {IF(__E) TEXT(~?~);};};};TEXT(~Hz~);IF(!__E) TEXT(~ ~);};
  0x00071558    137  [S]  N^Nu{IF(SP) FOR(__R=16,__H=SP;__H>=1&&__R>15;__H/=10,__R-=.1);ELSE __R=16.3+.1*(RB<1E5);MXM(__R,__R,15);IF(PKTBL) __R-=3;__S=SP;__I=RB;};
  0x000715f2     19  [S]  N^NuMOV __U,AUNITS;
  0x00071616     86  [D]  N^NuIF(ANNOT);__PKITG;IF(MKTBL);__PKDMT;ENDIF;IF(PKTBL);__PKDPT;ENDIF;ELSE;EM;ENDIF;NV
  0x0007167a      5  [D]  N^Nu`
  0x000727c9     78  [C]  j__VCOM;__PKIP;__SOONIP;__PZREMCMDS;__FFTONIP;__ACPPWRUP;__GTGDRV;__WN_VARDEF;
  0x0007281d    166  [S]  MIF(HN+1);IF(SP);IF(__MN[6]);CTYB;ELSE CTYA;ENDIF;ENDIF;ELSE;PUPA9,135;TEXT!CORRECT TO COMB IS!;PUPA9,125;TEXT!NOT USEABLE IN!;PUPA9,115;TEXT!MULTI-BAND SPANS!;ENDIF;
  0x000728ca    195  [S]  __MN[6];KSmKSn;MN52;FOFFSET,0;EM;VRD __CMBM;VRD __MODD;VRD __CMBSPC,100E6;ADD __CMBM,MF,100E6;MOD __MODD,__CMBM,__CMBSPC;IF(__MODD>=44E6);SUB __MODD,__MODD,__CMBSPC;ENDIF;SUB FOFFSET,0,__MODD;M1;
  0x00072994    160  [S]  KSmKSn;PUPA 70,188;TEXT!SET MARKER ON COMB TOOTH!;PUPA 70,178;TEXT!THEN PRESS 'CONTINUE' SOFTKEY!;PUPA 70,168;TEXT!TO CORRECT FREQ OFFST!;MN27;__MN[6],1;MKACTV;
  0x00072a3a     48  [S]  __MN[16],AUNITS;AUNITS DBM;RL 0;AUNITS __MN[16];
  0x00072a6f     42  [S]  0HD;AMSG%Required option\r\nnot installed %;
  0x00072a9f     50  [S]  )HD;AMSG%Function not available\r\nin current Mode%;
  0x00072ad7     24  [S]  1HD;AMSG@No card found@;
  0x00072af6     22  [S]  AMSG@PASSCODE NEEDED@;
  0x00072b12     35  [S]  IF (4==__MN[1]);KEYLBL 1232,'ERASE|
  0x00072b36     35  [S]  DLP MEM';ELSE KEYLBL 1232,'';ENDIF;
  0x00072b5f      6  [S]  GAMSG%
  0x00072b66     22  [S]  Print 3 images/page on
  0x00072b80     22  [S]  HP printers supporting
  0x00072b9a     24  [S]  300dots/inch.         %;
  0x00072bb9      6  [S]  SAMSG%
  0x00072bc0     22  [S]  Print 3 images/page on
  0x00072bda     22  [S]  HP printers supporting
  0x00072bf4     24  [S]  100dots/inch.         %;
  0x00072c13      6  [S]  SAMSG%
  0x00072c1a     22  [S]  Text is in the editor.
  0x00072c34     21  [S]  EDIT LAST to view, or
  0x00072c4e     24  [S]  press again to purge. %;
  0x00072c6d     10  [S]  SHD;WARNC;
  0x00072c7d      5  [S]  AMSG%
  0x00072c84     16  [S]  If you are sure,
  0x00072c98     15  [S]  Press key again
  0x00072cac     18  [S]  to purge data   %;
  0x00072cc5      7  [S]  AVARDEF
  0x00072cd2     11  [S]  __WN_PK_NL;
  0x00072ce4     11  [S]  __WN_PK_NR;
  0x00072cf6     10  [S]  __WN_EXIT;
  0x00072d05      8  [S]  __WN_ON;
  0x00072d14      5  [S]  UWAIT
  0x00072d20     96  [S]  ANLGPLUS OFF;A1B4C1;BLANK TRC;DRTYMKCTRL AUTO;EMT0L0 DISPOSE ONEOS;DISPOSE ONSWP;DISPOSE TRMATH;
  0x00072d85     14  [S]  `GATECTL EDGE;
  0x00072d99     14  [S]  GATECTL LEVEL;
  0x00072dae     72  [S]  IF(0==MSFIELD(67,15,1));A2;ELSE IF(0==MKACT);MKPK HI;ENDIF;MT1;SP;ENDIF;
  0x00072dfb    140  [S]  HIF(HAVE(BANDS)>1);HNLOCK OFF;ENDIF;FOFFSET0;ROFFSET0;FS;DET POS;LIMITEST OFF;MEASURE SA;COUPLE AC;RESETRL;LG10;HD AUTO;TRPRST;T1S1;KSn;KSp;
  0x00072e8e      6  [S]  SEDI0;
  0x00072e9a      5  [S]  AUTO;
  0x00072ece      7  [S]  MKACTV;
  0x00072ee6     13  [S]  __MN[2],MENU;
  0x00072ef9      6  [S]  TRCLOG
  0x00072f10      8  [S]  LIMIDEL;
  0x00072f1e     16  [S]  ADD SEDI,SEDI,1;
  0x00072f34      9  [S]  EDITLIML;
  0x00072f43      9  [S]  EDITDONE;
  0x00072f53      7  [S]  SEDI 0;
  0x00072f62     20  [S]  KL'INIT FLT|22 GHz';
  0x00072f7c     13  [S]  KL'INIT FLT';
  0x00072f8f      7  [S]  KEYENH0
  0x00072f9e      6  [S]  KEYDEF
  0x00072faa      6  [S]  KEYCMD
  0x00072fb6     11  [S]  DISPOSE1.6;
  0x00072fc8      6  [S]  TRCEXP
  0x00072fd4     39  [S]  DISPOSE ALL;MOV TRB,0;IP SV123456789HD;
  0x0007300c    286  [S]  REPEAT SUB __HF,__HF,1;MOV __FA,RDBCDL __AF;ADD __AF,__AF,8;MOV __FB,RDBCDL __AF;ADD __AF,__AF,8;VRD __TD,TRC[__DF];VRD __TE,TRC[__EF];ADD __TD,__TD,1;CALFLTDATA __FA,__FB,'RDBCDL __AF',__BF,TRA[__TD,__TE];ADD __BF,__BF,1;ADD __DF,__DF,1;ADD __EF,__EF,1;ADD __AF,__AF,8;UNTIL __HF,LE,0;
  0x00073158     16  [S]  ADD TRA,TRA,TRB;
  0x0007316e     36  [S]  IF(MODE==0);__WN_ON;ELSE WRNM;ENDIF;
  0x00073196     28  [S]  $IF(__WN_ACT);ZMKCNTR;ENDIF;
  0x000731ba     27  [S]  IF(__WN_ACT);ZMKSPAN;ENDIF;
  0x000731dc     30  [S]  IF(__WN_ACT);__WN_PK_NR;ENDIF;
  0x00073200     30  [S]  IF(__WN_ACT);__WN_PK_NL;ENDIF;
  0x00073224     35  [S]  IF(__WN_ACT);DLPINIT;DLPTERM;ENDIF;
  0x0007324c     72  [S]  #IF(MODE==0);IF(__TOIRFLG);{TOI=0;};ELSE;{TOI=1;};ENDIF;ELSE;WRNM;ENDIF;
  0x0007329a    108  [S]  GIF(MODE==0);IF(__NDBRFLG);IF(ACTVF(NDB));{NDBPNT=0;};ELSE;NDB;ENDIF;ELSE;{NDBPNT=1;};ENDIF;ELSE;WRNM;ENDIF;
  0x0007330c     75  [S]  kIF(MODE==0);IF(__AMRFLG);{PCTAM=0;};ELSE;{PCTAM=1;};ENDIF;ELSE;WRNM;ENDIF;
  0x0007335c     40  [S]  JIF(MODE==0);__PZKEYEXE;ELSE;WRNM;ENDIF;
  0x0007338a      8  [S]  'MN 210;
  0x0007339a     37  [S]  IF MODE,EQ,0;__FFTAC;ELSE;WRNM;ENDIF;
  0x000733c4     39  [S]  %IF MODE,EQ,0;FFTSNGLS;ELSE;WRNM;ENDIF;
  0x000733f0     39  [S]  &IF MODE,EQ,0;FFTCONTS;ELSE;WRNM;ENDIF;
  0x0007341c      9  [S]  &__FFTSC;
  0x0007342c     50  [S]  IF (1==__FFTDIF);DLPINIT;DLPTERM;ELSE;MN 50;ENDIF;
  0x00073462      8  [S]  2MN 217;
  0x00073472     36  [S]  IF MODE,EQ,0;FFTMKR;ELSE;WRNM;ENDIF;
  0x0007349a      7  [S]  $FFTMS;
  0x000734a8      6  [S]  FFTMM;
  0x000734b4      8  [S]  __FFSID;
  0x000734c2      7  [S]  MN 210;
  0x000734d0     15  [S]  {__ACPMN=213;};
  0x000734e6     32  [S]  IF(MODE==0);OBW;ELSE WRNM;ENDIF;
  0x0007350a     32  [S]  IF(MODE==0);ACP;ELSE WRNM;ENDIF;
  0x00073530     33  [S]  IF(MODE==0);ACPE;ELSE WRNM;ENDIF;
  0x00073558     33  [S]  !IF(MODE==0);CHP;ELSE WRNM;ENDIF;
  0x0007357e     23  [S]  {__ACPMN=214;__U=213;};
  0x0007359e     21  [S]  DLPINIT;MN50;DLPTERM;
  0x000735ba      6  [S]  ACPSP;
  0x000735c6      6  [S]  ACPBW;
  0x000735d2     18  [S]  {ACPPAR=!ACPPAR;};
  0x000735ea     46  [S]  IF(VAVG);VAVG OFF;{DET=0;};ELSE VAVG ON;ENDIF;
  0x0007361c      8  [S]  .OBWPCT;
  0x0007362c     15  [S]  {__ACPMN=__U;};
  0x00073642      9  [S]  ACPSNGLM;
  0x00073650      9  [S]  ACPCONTM;
  0x0007366c     23  [S]  {__ACPMN=214;__U=215;};
  0x0007368a     15  [S]  {__ACPMN=213;};
  0x000736a0     24  [S]  MOV __GGTMN,243;__GTINP;
  0x000736be     16  [S]  MOV __GGTMN,244;
  0x000736d4     16  [S]  MOV __GGTMN,245;
  0x000736ea      8  [S]  __GTMNF;
  0x000736f8     31  [S]  MOV __GTGRACE,1;MOV GDRVUTIL,0;
  0x0007371e     10  [S]  __GTSWADJ;
  0x0007372c     25  [S]  __GTMAP;RB;MOV GDRVRBW,0;
  0x0007374e     17  [S]  __GTMAP;__GTGSCL;
  0x00073766     10  [S]  __GTTTMKR;
  0x00073774      8  [S]  __GTMNL;
  0x00073784     17  [S]  __GTMNM;__GTREDG;
  0x0007379c     16  [S]  __GTMNM;__GTWID;
  0x000737b2     17  [S]  __GTMNM;__GTPRIZ;
  0x000737ca     10  [S]  __GTCLPAR;
  0x000737d8      8  [S]  __GTMNN;
  0x000737e8      8  [S]  __GTMNO;
  0x000737f6      8  [S]  __GTMNQ;
  0x00073804      9  [S]  __GTREDG;
  0x00073812      9  [S]  __GTCLRP;
  0x00073822      8  [S]  __GTMNO;
  0x00073832      8  [S]  __GTMNQ;
  0x00073840      8  [S]  __GTMNV;
  0x00073858      9  [S]  __GTCLRP;
  0x00073866      8  [S]  __GTMNX;
  0x00073876      8  [S]  __GTMNY;
  0x00073884      8  [S]  __GTMAA;
  0x00073892      8  [S]  __GTMAC;
  0x000738a0      8  [S]  __GTMAE;
  0x000738ae      8  [S]  __GTMAF;
  0x000738bc      8  [S]  __GTMAH;
  0x000738ca      8  [S]  __GTMAJ;
  0x000738d8     10  [S]  __GTTTMKR;
  0x000738e6      8  [S]  __GTMNF;
  0x000738f6      8  [S]  __GTMAO;
  0x00073904      8  [S]  __GTKSW;
  0x00073912      7  [S]  __PKPS;
  0x00073920      6  [S]  MN219;
  0x0007392c     14  [S]  __PKMKMN;MN11;
  0x00073940     13  [S]  __PKMKMN;MN9;
  0x00073952      7  [S]  __PKMN;
  0x00073962      7  [S]  __PKMD;
  0x00073970      7  [S]  __PKMA;
  0x0007397e      7  [S]  __PKSM;
  0x0007398c      7  [S]  __PKTM;
  0x0007399a      5  [S]  MN10;
  0x000739a6      8  [S]  __PKNMT;
  0x000739b4      8  [S]  __PKNMR;
  0x000739c2      8  [S]  __PKMAO;
  0x000739da      5  [S]  MKSP;
  0x000739e6      6  [S]  MKMIN;
  0x000739f2      5  [S]  MN90;
  0x00073a08      6  [S]  MN218;
  0x00073a14      8  [S]  __PKMFA;
  0x00073a22      8  [S]  __PKMFB;
  0x00073a30      7  [S]  __PKPK;
  0x00073a3e      5  [S]  MN12;
  0x00073a4a      5  [S]  MN11;
  0x00073a56     73  [S]  IF(PKTBL);MOV PKTBL,0;ELSE;IF(MODE==0);MOV PKTBL,1;ELSE;WRNM;ENDIF;ENDIF;
  0x00073aa4     19  [S]  I{PKSORT=!PKSORT;};
  0x00073abe     31  [S]  {PKDLMODE=((PKDLMODE+2)%3)-1;};
  0x00073ae4      7  [S]  __PKTL;
  0x00073af2      5  [S]  MKPX;
  0x00073afe      5  [S]  MN12;
  0x00073b0a     20  [S]  {MKTRACK=!MKTRACK;};
  0x00073b24      7  [S]  __PKTC;
  0x00073b32     73  [S]  IF(MKTBL);MOV MKTBL,0;ELSE;IF(MODE==0);MOV MKTBL,1;ELSE;WRNM;ENDIF;ENDIF;
  0x00073b80     21  [S]  I{MKNOISE=!MKNOISE;};
  0x00073b9c      7  [S]  __PKTP;
  0x00073baa      6  [S]  MN220;
  0x00073bb6     22  [S]  {MKDLMODE=!MKDLMODE;};
  0x00073bd2      7  [S]  __PKCR;
  0x00073be0      7  [S]  __PKTL;
  0x00073bee      6  [S]  MN219;
  0x00073c04     12  [S]  MODE 0;MN65;
  0x00073c3e      7  [S]  SPZOOM;
  0x00073c56      8  [S]  MT0;SP0;
  0x00073c64      6  [S]  LSPAN;
  0x00073c70      8  [S]  HNLOCK0;
  0x00073c7e      8  [S]  HNLOCK1;
  0x00073c8c     42  [S]  IF(IDNUM<8594||IDNUM==8596);HNLOCK2;ENDIF;
  0x00073cba     30  [S]  *IF(IDNUM<8594);HNLOCK3;ENDIF;
